Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime
[-0.52532744, 0.        ]; True; -200.0; 200; None; None; 2; 0.25542569160461426; None; 1763881132.351593
[-0.59390044, 0.        ]; False; -107.0; 107; None; None; 3; 0.1234285831451416; None; 1763881132.4754984
[-0.47618788, 0.        ]; False; -105.0; 105; None; None; 3; 0.11011958122253418; None; 1763881132.5866199
[-0.43058744, 0.        ]; False; -87.0; 87; None; None; 3; 0.12131118774414062; None; 1763881132.7121727
[-0.56185406, 0.        ]; False; -200.0; 200; 906.3009169851581; None; 3; 0.24365711212158203; None; 1763881132.9558299
[-0.57707834, 0.        ]; False; -135.0; 135; None; None; 3; 0.16757535934448242; None; 1763881133.1277242
[-0.56957096, 0.        ]; False; -143.0; 143; 1066.445013319773; None; 3; 0.18096494674682617; None; 1763881133.309698
[-0.44687474, 0.        ]; False; -90.0; 90; None; None; 1; 0.1046304702758789; None; 1763881133.4154427
[-0.57107747, 0.        ]; False; -139.0; 139; None; None; 4; 0.16475296020507812; None; 1763881133.5811954
[-0.5274371, 0.       ]; True; -200.0; 200; None; None; 2; 0.2323157787322998; None; 1763881133.8135111
[-0.5180264, 0.       ]; True; -200.0; 200; None; None; 3; 0.2436232566833496; None; 1763881134.0581357
[-0.5173449, 0.       ]; True; -200.0; 200; None; None; 3; 0.24226832389831543; None; 1763881134.308661
[-0.4422328, 0.       ]; False; -89.0; 89; None; None; 3; 0.0894019603729248; None; 1763881134.3986
[-0.5423182, 0.       ]; True; -200.0; 200; None; None; 4; 0.2413644790649414; None; 1763881134.6399646
[-0.5783049, 0.       ]; False; -134.0; 134; None; None; 3; 0.14749550819396973; None; 1763881134.788103
[-0.53110796, 0.        ]; True; -200.0; 200; None; None; 3; 0.24892759323120117; None; 1763881135.0370307
[-0.5393607, 0.       ]; True; -200.0; 200; None; None; 2; 0.21373510360717773; None; 1763881135.2518148
[-0.48281702, 0.        ]; False; -114.0; 114; None; None; 2; 0.11991357803344727; None; 1763881135.3717284
[-0.44798577, 0.        ]; False; -90.0; 90; None; None; 2; 0.10666608810424805; None; 1763881135.4783945
[-0.458294, 0.      ]; False; -93.0; 93; None; None; 1; 0.1098635196685791; None; 1763881135.588258
[-0.58889914, 0.        ]; False; -108.0; 108; 128.2818693418155; None; 1; 0.1222531795501709; None; 1763881135.7105112
[-0.533987, 0.      ]; True; -200.0; 200; None; None; 2; 0.22909903526306152; None; 1763881135.940609
[-0.4533257, 0.       ]; False; -92.0; 92; None; None; 3; 0.12868428230285645; None; 1763881136.0702796
[-0.55637765, 0.        ]; False; -195.0; 195; None; None; 1; 0.2700502872467041; None; 1763881136.342334
[-0.5176693, 0.       ]; True; -200.0; 200; None; None; 1; 0.237457275390625; None; 1763881136.5797913
[-0.53835773, 0.        ]; True; -200.0; 200; None; None; 1; 0.2606935501098633; None; 1763881136.8404849
