Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.51482874, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.062290191650390625; None; 1768443245.035374; None
[-0.54195786, 0.        ]; True; -200.0; 200; None; None; 0; 0.06057882308959961; None; 1768443245.169802; None
[-0.5206496, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07384920120239258; None; 1768443245.169802; None
[-0.5571532, 0.       ]; False; -196.0; 196; None; None; 0; 0.06575560569763184; None; 1768443245.3029678; None
[-0.5595664, 0.       ]; False; -197.0; 197; 414.3954947389221; None; 0; 0.06741023063659668; None; 1768443245.3039687; None
[-0.42108577, 0.        ]; False; -85.0; 85; None; None; 0; 0.031850337982177734; None; 1768443245.3812237; None
[-0.412419, 0.      ]; False; -84.0; 84; 115.38305898373159; None; 0; 0.042403459548950195; None; 1768443245.3822231; None
[-0.5140872, 0.       ]; True; -200.0; 200; None; None; 0; 0.06679391860961914; None; 1768443245.497256; None
[-0.5810447, 0.       ]; False; -132.0; 132; 1015.5699757869249; None; 0; 0.04526495933532715; None; 1768443245.497256; None
[-0.52395666, 0.        ]; True; -200.0; 200; None; None; 0; 0.06482052803039551; None; 1768443245.607434; None
[-0.5990201, 0.       ]; False; -107.0; 107; 1238.9515657208922; None; 0; 0.0443572998046875; None; 1768443245.6084342; None
[-0.5649203, 0.       ]; False; -152.0; 152; None; None; 0; 0.05033731460571289; None; 1768443245.7311273; None
[-0.5354158, 0.       ]; True; -200.0; 200; 1626.871691686717; None; 0; 0.07090282440185547; None; 1768443245.7319336; None
[-0.5026951, 0.       ]; True; -200.0; 200; None; None; 0; 0.06577730178833008; None; 1768443245.8321342; None
[-0.40185106, 0.        ]; False; -83.0; 83; 1160.207551117631; None; 0; 0.03357291221618652; None; 1768443245.8321342; None
[-0.53967136, 0.        ]; True; -200.0; 200; None; None; 0; 0.06430196762084961; None; 1768443245.9610832; None
[-0.54706097, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06464695930480957; None; 1768443245.9610832; None
[-0.44025788, 0.        ]; False; -89.0; 89; None; None; 0; 0.031256675720214844; None; 1768443246.0359821; None
[-0.43386114, 0.        ]; False; -87.0; 87; 312.65922781973455; None; 0; 0.043642282485961914; None; 1768443246.0369806; None
[-0.4658054, 0.       ]; False; -97.0; 97; None; None; 0; 0.03363227844238281; None; 1768443246.1421921; None
[-0.5653773, 0.       ]; False; -147.0; 147; 502.1497851890917; None; 0; 0.07057809829711914; None; 1768443246.143008; None
[-0.4427083, 0.       ]; False; -89.0; 89; None; None; 0; 0.028265714645385742; None; 1768443246.213831; None
[-0.48272434, 0.        ]; False; -113.0; 113; 599.759716693416; None; 0; 0.040498971939086914; None; 1768443246.213831; None
[-0.41029745, 0.        ]; False; -84.0; 84; None; None; 0; 0.02409958839416504; None; 1768443246.2661178; None
[-0.40831813, 0.        ]; False; -84.0; 84; 0.0; None; 0; 0.02416396141052246; None; 1768443246.2661178; None
[-0.48399064, 0.        ]; False; -170.0; 170; None; None; 0; 0.05404233932495117; None; 1768443246.35679; None
[-0.45669734, 0.        ]; False; -93.0; 93; 2821.205755335981; None; 0; 0.03262472152709961; None; 1768443246.3573287; None
[-0.40039122, 0.        ]; False; -83.0; 83; None; None; 0; 0.024204254150390625; None; 1768443246.4083972; None
[-0.40389842, 0.        ]; False; -83.0; 83; 0.0; None; 0; 0.02585625648498535; None; 1768443246.411753; None
[-0.43331686, 0.        ]; False; -87.0; 87; None; None; 0; 0.03025364875793457; None; 1768443246.4985454; None
[-0.48508868, 0.        ]; False; -165.0; 165; 1506.611137399017; None; 0; 0.05653882026672363; None; 1768443246.4985454; None
[-0.40179083, 0.        ]; False; -83.0; 83; None; None; 0; 0.02770543098449707; None; 1768443246.5528514; None
[-0.40333307, 0.        ]; False; -83.0; 83; 0.0; None; 0; 0.02660059928894043; None; 1768443246.5540073; None
[-0.429755, 0.      ]; False; -87.0; 87; None; None; 0; 0.028603076934814453; None; 1768443246.614542; None
[-0.4325906, 0.       ]; False; -87.0; 87; 0.0; None; 0; 0.029154539108276367; None; 1768443246.615543; None
[-0.51853037, 0.        ]; True; -200.0; 200; None; None; 0; 0.06466221809387207; None; 1768443246.709497; None
[-0.44435036, 0.        ]; False; -89.0; 89; 1496.360064088245; None; 0; 0.02775096893310547; None; 1768443246.709497; None
[-0.44499466, 0.        ]; False; -90.0; 90; None; None; 0; 0.02640080451965332; None; 1768443246.7671406; None
[-0.42230204, 0.        ]; False; -85.0; 85; 220.33594330726862; None; 0; 0.029242753982543945; None; 1768443246.7671406; None
[-0.53455985, 0.        ]; True; -200.0; 200; None; None; 0; 0.06615972518920898; None; 1768443246.8676589; None
[-0.4737017, 0.       ]; False; -102.0; 102; 1610.3017177253764; None; 0; 0.03029799461364746; None; 1768443246.8676589; None
[-0.58022624, 0.        ]; False; -132.0; 132; None; None; 0; 0.04138588905334473; None; 1768443246.9820912; None
[-0.5287271, 0.       ]; True; -200.0; 200; 1320.4106979995647; None; 0; 0.06902241706848145; None; 1768443246.9830918; None
[-0.56413156, 0.        ]; False; -155.0; 155; None; None; 0; 0.04999279975891113; None; 1768443247.0799057; None
[-0.49434352, 0.        ]; False; -158.0; 158; 42.98730920895863; None; 0; 0.04682111740112305; None; 1768443247.0799057; None
[-0.5087895, 0.       ]; True; -200.0; 200; None; None; 0; 0.06395244598388672; None; 1768443247.2092302; None
[-0.5546999, 0.       ]; False; -195.0; 195; 108.90774282082808; None; 0; 0.06537199020385742; None; 1768443247.2102318; None
[-0.44027916, 0.        ]; False; -89.0; 89; None; None; 0; 0.03323721885681152; None; 1768443247.274403; None
[-0.44449118, 0.        ]; False; -90.0; 90; 237.41567373277107; None; 0; 0.025885581970214844; None; 1768443247.2754033; None
[-0.5802048, 0.       ]; False; -132.0; 132; None; None; 0; 0.040239810943603516; None; 1768443247.3685832; None
[-0.5659843, 0.       ]; False; -146.0; 146; 984.4958672143516; None; 0; 0.0519404411315918; None; 1768443247.3685832; None
[-0.45164704, 0.        ]; False; -91.0; 91; None; None; 0; 0.02818751335144043; None; 1768443247.4551904; None
[-0.4845604, 0.       ]; False; -166.0; 166; 2278.7101284058426; None; 0; 0.05737590789794922; None; 1768443247.4557526; None
[-0.4471888, 0.       ]; False; -90.0; 90; None; None; 0; 0.031096935272216797; None; 1768443247.5434234; None
[-0.4928202, 0.       ]; False; -159.0; 159; 1512.1163685002507; None; 0; 0.0550384521484375; None; 1768443247.5444245; None
[-0.43026102, 0.        ]; False; -87.0; 87; None; None; 0; 0.028925418853759766; None; 1768443247.6067252; None
[-0.46561944, 0.        ]; False; -96.0; 96; 254.53619592189017; None; 0; 0.03337526321411133; None; 1768443247.6067252; None
[-0.44766605, 0.        ]; False; -90.0; 90; None; None; 0; 0.029937267303466797; None; 1768443247.6703842; None
[-0.44790268, 0.        ]; False; -90.0; 90; 0.0; None; 0; 0.03272056579589844; None; 1768443247.67248; None
[-0.4991718, 0.       ]; True; -200.0; 200; None; None; 0; 0.06076359748840332; None; 1768443247.7790217; None
[-0.5780344, 0.       ]; False; -134.0; 134; 836.8985265608289; None; 0; 0.04341697692871094; None; 1768443247.7790217; None
[-0.5026236, 0.       ]; True; -200.0; 200; None; None; 0; 0.06617546081542969; None; 1768443247.8866913; None
[-0.4750118, 0.       ]; False; -103.0; 103; 3512.9880377636673; None; 0; 0.03647589683532715; None; 1768443247.8866913; None
[-0.5734097, 0.       ]; False; -137.0; 137; None; None; 0; 0.04237031936645508; None; 1768443247.994955; None
[-0.5172088, 0.       ]; True; -200.0; 200; 1120.979248992994; None; 0; 0.06387615203857422; None; 1768443247.9968624; None
[-0.49322483, 0.        ]; False; -158.0; 158; None; None; 0; 0.05224895477294922; None; 1768443248.0887349; None
[-0.4771597, 0.       ]; False; -106.0; 106; 3236.8259772639576; None; 0; 0.03861713409423828; None; 1768443248.0887349; None
[-0.4724387, 0.       ]; False; -101.0; 101; None; None; 0; 0.035327911376953125; None; 1768443248.1554844; None
[-0.4612031, 0.       ]; False; -94.0; 94; 623.0199785678667; None; 0; 0.031421661376953125; None; 1768443248.1554844; None
[-0.40244225, 0.        ]; False; -83.0; 83; None; None; 0; 0.03126025199890137; None; 1768443248.2341568; None
[-0.48290408, 0.        ]; False; -114.0; 114; 385.27585114882265; None; 0; 0.0463869571685791; None; 1768443248.2351546; None
[-0.438017, 0.      ]; False; -88.0; 88; None; None; 0; 0.031887054443359375; None; 1768443248.3013775; None
[-0.45342278, 0.        ]; False; -92.0; 92; 259.64290854503105; None; 0; 0.032334327697753906; None; 1768443248.3024237; None
[-0.5699532, 0.       ]; False; -142.0; 142; None; None; 0; 0.05551910400390625; None; 1768443248.4330547; None
[-0.49599496, 0.        ]; False; -158.0; 158; 216.3382780732157; None; 0; 0.07387518882751465; None; 1768443248.4340546; None
[-0.5276971, 0.       ]; True; -200.0; 200; None; None; 0; 0.08062505722045898; None; 1768443248.5995393; None
[-0.50742644, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.08386015892028809; None; 1768443248.6005402; None
[-0.5681613, 0.       ]; False; -143.0; 143; None; None; 0; 0.05040764808654785; None; 1768443248.7288518; None
[-0.5426462, 0.       ]; True; -200.0; 200; 2233.9730512624046; None; 0; 0.07641339302062988; None; 1768443248.7288518; None
[-0.53795934, 0.        ]; True; -200.0; 200; None; None; 0; 0.06467843055725098; None; 1768443248.8583531; None
[-0.55416965, 0.        ]; False; -195.0; 195; 308.44552955538234; None; 0; 0.06382322311401367; None; 1768443248.8583531; None
[-0.5223344, 0.       ]; True; -200.0; 200; None; None; 0; 0.06152510643005371; None; 1768443248.956157; None
[-0.4609396, 0.       ]; False; -94.0; 94; 1726.5302854080544; None; 0; 0.03516745567321777; None; 1768443248.956157; None
[-0.47200665, 0.        ]; False; -101.0; 101; None; None; 0; 0.03189253807067871; None; 1768443249.018777; None
[-0.46085772, 0.        ]; False; -94.0; 94; 627.8629656558744; None; 0; 0.02872180938720703; None; 1768443249.0197773; None
[-0.5696308, 0.       ]; False; -143.0; 143; None; None; 0; 0.047063350677490234; None; 1768443249.140502; None
[-0.5609035, 0.       ]; False; -199.0; 199; 6416.637727086463; None; 0; 0.07269716262817383; None; 1768443249.142507; None
[-0.5179391, 0.       ]; True; -200.0; 200; None; None; 0; 0.062493085861206055; None; 1768443249.2328358; None
[-0.40563253, 0.        ]; False; -83.0; 83; 1041.7912786465706; None; 0; 0.027835607528686523; None; 1768443249.2328358; None
[-0.52866936, 0.        ]; True; -200.0; 200; None; None; 0; 0.06235980987548828; None; 1768443249.3327005; None
[-0.46576986, 0.        ]; False; -97.0; 97; 1637.5328863423258; None; 0; 0.032262325286865234; None; 1768443249.3337004; None
[-0.45524704, 0.        ]; False; -93.0; 93; None; None; 0; 0.031560420989990234; None; 1768443249.4101765; None
[-0.49375677, 0.        ]; False; -158.0; 158; 1687.8852660481732; None; 0; 0.04491567611694336; None; 1768443249.4121811; None
[-0.49398953, 0.        ]; False; -158.0; 158; None; None; 0; 0.046685218811035156; None; 1768443249.4894726; None
[-0.43176493, 0.        ]; False; -87.0; 87; 1141.0278848092662; None; 0; 0.02960491180419922; None; 1768443249.491478; None
[-0.54080254, 0.        ]; True; -200.0; 200; None; None; 0; 0.06257367134094238; None; 1768443249.62055; None
[-0.5026959, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.0664982795715332; None; 1768443249.62055; None
[-0.5380609, 0.       ]; True; -200.0; 200; None; None; 0; 0.06272530555725098; None; 1768443249.7499092; None
[-0.50481105, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06663393974304199; None; 1768443249.7499092; None
[-0.5675225, 0.       ]; False; -144.0; 144; None; None; 0; 0.05225181579589844; None; 1768443249.8676138; None
[-0.54834515, 0.        ]; True; -200.0; 200; 2920.1073403306364; None; 0; 0.06473875045776367; None; 1768443249.8676138; None
[-0.5377227, 0.       ]; True; -200.0; 200; None; None; 0; 0.06540083885192871; None; 1768443249.9965413; None
[-0.5687729, 0.       ]; False; -144.0; 144; 1803.530752338099; None; 0; 0.05951714515686035; None; 1768443249.9968727; None
[-0.46168458, 0.        ]; False; -95.0; 95; None; None; 0; 0.030580759048461914; None; 1768443250.063794; None
[-0.45767587, 0.        ]; False; -93.0; 93; 498.9135677644785; None; 0; 0.034218549728393555; None; 1768443250.063794; None
[-0.48923367, 0.        ]; False; -159.0; 159; None; None; 0; 0.052227020263671875; None; 1768443250.1456826; None
[-0.4311778, 0.       ]; False; -87.0; 87; 1240.1845062093437; None; 0; 0.02791142463684082; None; 1768443250.1467123; None
[-0.44567454, 0.        ]; False; -90.0; 90; None; None; 0; 0.030758142471313477; None; 1768443250.2127318; None
[-0.46444026, 0.        ]; False; -96.0; 96; 319.7319751680634; None; 0; 0.03333759307861328; None; 1768443250.2127318; None
[-0.4502873, 0.       ]; False; -91.0; 91; None; None; 0; 0.028077363967895508; None; 1768443250.3063858; None
[-0.5262357, 0.       ]; True; -200.0; 200; 1435.1851797496865; None; 0; 0.06407976150512695; None; 1768443250.306699; None
[-0.53370655, 0.        ]; True; -200.0; 200; None; None; 0; 0.06472969055175781; None; 1768443250.4295094; None
[-0.4848556, 0.       ]; False; -165.0; 165; 716.465031607537; None; 0; 0.057031869888305664; None; 1768443250.4295094; None
[-0.5192365, 0.       ]; True; -200.0; 200; None; None; 0; 0.06966519355773926; None; 1768443250.5555482; None
[-0.4873175, 0.       ]; False; -162.0; 162; 1190.513392790451; None; 0; 0.053368330001831055; None; 1768443250.556548; None
[-0.46395546, 0.        ]; False; -96.0; 96; None; None; 0; 0.03189659118652344; None; 1768443250.619133; None
[-0.4126868, 0.       ]; False; -84.0; 84; 234.06108850188718; None; 0; 0.029689311981201172; None; 1768443250.620133; None
[-0.54028064, 0.        ]; True; -200.0; 200; None; None; 0; 0.06683802604675293; None; 1768443250.7535708; None
[-0.52246517, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06559896469116211; None; 1768443250.7550743; None
[-0.520886, 0.      ]; True; -200.0; 200; None; None; 0; 0.06509089469909668; None; 1768443250.876913; None
[-0.5670435, 0.       ]; False; -144.0; 144; 1213.2378298385577; None; 0; 0.0560302734375; None; 1768443250.876913; None
[-0.42468196, 0.        ]; False; -86.0; 86; None; None; 0; 0.026356220245361328; None; 1768443250.9353445; None
[-0.42461342, 0.        ]; False; -86.0; 86; 0.0; None; 0; 0.031075239181518555; None; 1768443250.9353445; None
[-0.40049714, 0.        ]; False; -83.0; 83; None; None; 0; 0.026418685913085938; None; 1768443250.9959624; None
[-0.4210543, 0.       ]; False; -85.0; 85; 97.28967908794637; None; 0; 0.03419923782348633; None; 1768443250.9959624; None
[-0.50290644, 0.        ]; True; -200.0; 200; None; None; 0; 0.06125330924987793; None; 1768443251.0949247; None
[-0.5903469, 0.       ]; False; -107.0; 107; 1063.5812153588906; None; 0; 0.03770899772644043; None; 1768443251.0949247; None
[-0.46545562, 0.        ]; False; -96.0; 96; None; None; 0; 0.02825021743774414; None; 1768443251.200459; None
[-0.5603552, 0.       ]; False; -198.0; 198; 1074.8205223061514; None; 0; 0.07218575477600098; None; 1768443251.200459; None
[-0.40999565, 0.        ]; False; -84.0; 84; None; None; 0; 0.026491403579711914; None; 1768443251.2668698; None
[-0.47274327, 0.        ]; False; -101.0; 101; 270.92657807482544; None; 0; 0.034677982330322266; None; 1768443251.2668698; None
[-0.42139187, 0.        ]; False; -85.0; 85; None; None; 0; 0.02839493751525879; None; 1768443251.332153; None
[-0.44223097, 0.        ]; False; -89.0; 89; 191.94691409579488; None; 0; 0.03431248664855957; None; 1768443251.3329237; None
[-0.45658478, 0.        ]; False; -93.0; 93; None; None; 0; 0.02826690673828125; None; 1768443251.3916724; None
[-0.4786615, 0.       ]; False; -108.0; 108; 679.4485752701236; None; 0; 0.030481815338134766; None; 1768443251.3916724; None
[-0.4594477, 0.       ]; False; -94.0; 94; None; None; 0; 0.031206130981445312; None; 1768443251.5004401; None
[-0.56168216, 0.        ]; True; -200.0; 200; 1036.8324662380892; None; 0; 0.07351303100585938; None; 1768443251.5004401; None
[-0.5605402, 0.       ]; False; -199.0; 199; None; None; 0; 0.06761693954467773; None; 1768443251.6115599; None
[-0.5764717, 0.       ]; False; -135.0; 135; 4017.201888613695; None; 0; 0.0435028076171875; None; 1768443251.61256; None
[-0.52988434, 0.        ]; True; -200.0; 200; None; None; 0; 0.07559633255004883; None; 1768443251.7625644; None
[-0.49880546, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.07240867614746094; None; 1768443251.7635648; None
[-0.49398503, 0.        ]; False; -158.0; 158; None; None; 0; 0.04990363121032715; None; 1768443251.8495004; None
[-0.43689793, 0.        ]; False; -88.0; 88; 1226.196598843659; None; 0; 0.03603196144104004; None; 1768443251.8498578; None
[-0.5605396, 0.       ]; False; -199.0; 199; None; None; 0; 0.0672297477722168; None; 1768443251.9898424; None
[-0.55658656, 0.        ]; False; -195.0; 195; 1011.8795554952428; None; 0; 0.07169508934020996; None; 1768443251.9906049; None
[-0.5025204, 0.       ]; True; -200.0; 200; None; None; 0; 0.06806111335754395; None; 1768443252.0998602; None
[-0.58497345, 0.        ]; False; -108.0; 108; 1115.7862004304097; None; 0; 0.03983473777770996; None; 1768443252.0998602; None
[-0.50586635, 0.        ]; True; -200.0; 200; None; None; 0; 0.06664800643920898; None; 1768443252.2277448; None
