Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.46801203, 0.        ]; False; -98.0; 98; None; None; 0; 0.04482889175415039; None; 1768443233.9001853; None
[-0.4493107, 0.       ]; False; -91.0; 91; 374.3046343263008; None; 0; 0.042960166931152344; None; 1768443233.9010189; None
[-0.44079155, 0.        ]; False; -89.0; 89; None; None; 0; 0.04041910171508789; None; 1768443233.9778502; None
[-0.41723245, 0.        ]; False; -85.0; 85; 169.785819823102; None; 0; 0.03541254997253418; None; 1768443233.97885; None
[-0.46835187, 0.        ]; False; -98.0; 98; None; None; 0; 0.032622337341308594; None; 1768443234.0851934; None
[-0.5047706, 0.       ]; True; -200.0; 200; 2800.758475592242; None; 0; 0.07372117042541504; None; 1768443234.0873418; None
[-0.43212244, 0.        ]; False; -87.0; 87; None; None; 0; 0.03145742416381836; None; 1768443234.1535656; None
[-0.42724276, 0.        ]; False; -86.0; 86; 204.93133416801538; None; 0; 0.03368043899536133; None; 1768443234.1545696; None
[-0.46094134, 0.        ]; False; -94.0; 94; None; None; 0; 0.035178422927856445; None; 1768443234.2221732; None
[-0.45968628, 0.        ]; False; -94.0; 94; 0.0; None; 0; 0.03042316436767578; None; 1768443234.2231903; None
[-0.59052736, 0.        ]; False; -107.0; 107; None; None; 0; 0.03499555587768555; None; 1768443234.3348494; None
[-0.5412151, 0.       ]; True; -200.0; 200; 1885.9417348988666; None; 0; 0.07367777824401855; None; 1768443234.3358495; None
[-0.5390897, 0.       ]; True; -200.0; 200; None; None; 0; 0.063690185546875; None; 1768443234.42679; None
[-0.44646955, 0.        ]; False; -90.0; 90; 1187.6467332686361; None; 0; 0.02624988555908203; None; 1768443234.42679; None
[-0.47305238, 0.        ]; False; -101.0; 101; None; None; 0; 0.03397035598754883; None; 1768443234.517219; None
[-0.48586303, 0.        ]; False; -163.0; 163; 4839.724148199156; None; 0; 0.05645871162414551; None; 1768443234.517219; None
[-0.53631043, 0.        ]; True; -200.0; 200; None; None; 0; 0.06457304954528809; None; 1768443234.628062; None
[-0.581231, 0.      ]; False; -132.0; 132; 1513.7833188702327; None; 0; 0.04223465919494629; None; 1768443234.6291728; None
[-0.49878857, 0.        ]; True; -200.0; 200; None; None; 0; 0.06916427612304688; None; 1768443234.7699432; None
[-0.5217239, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07017016410827637; None; 1768443234.7709725; None
[-0.55963814, 0.        ]; False; -197.0; 197; None; None; 0; 0.06447768211364746; None; 1768443234.8759778; None
[-0.5852518, 0.       ]; False; -108.0; 108; 3474.707660230007; None; 0; 0.03859257698059082; None; 1768443234.8769784; None
[-0.5636709, 0.       ]; False; -157.0; 157; None; None; 0; 0.04991436004638672; None; 1768443234.9988513; None
[-0.5047666, 0.       ]; True; -200.0; 200; 729.9977616999747; None; 0; 0.07095837593078613; None; 1768443234.999852; None
[-0.53613853, 0.        ]; True; -200.0; 200; None; None; 0; 0.062341928482055664; None; 1768443235.1311035; None
[-0.51429206, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06790995597839355; None; 1768443235.1321042; None
[-0.5565581, 0.       ]; False; -195.0; 195; None; None; 0; 0.06673336029052734; None; 1768443235.2664826; None
[-0.51525253, 0.        ]; True; -200.0; 200; 121.04913188031031; None; 0; 0.06664490699768066; None; 1768443235.2664826; None
[-0.5464369, 0.       ]; True; -200.0; 200; None; None; 0; 0.08153820037841797; None; 1768443235.3935938; None
[-0.48273993, 0.        ]; False; -113.0; 113; 1365.8418240447365; None; 0; 0.04557299613952637; None; 1768443235.3935938; None
[-0.58689076, 0.        ]; False; -108.0; 108; None; None; 0; 0.03447079658508301; None; 1768443235.4765503; None
[-0.57546186, 0.        ]; False; -135.0; 135; 2362.4336071344756; None; 0; 0.048485755920410156; None; 1768443235.4765503; None
[-0.4253177, 0.       ]; False; -86.0; 86; None; None; 0; 0.030062198638916016; None; 1768443235.5356145; None
[-0.4132462, 0.       ]; False; -84.0; 84; 165.67962631958366; None; 0; 0.024981975555419922; None; 1768443235.5356145; None
[-0.5270442, 0.       ]; True; -200.0; 200; None; None; 0; 0.06672239303588867; None; 1768443235.6439102; None
[-0.4631899, 0.       ]; False; -95.0; 95; 1644.3690965250532; None; 0; 0.041573286056518555; None; 1768443235.6439102; None
[-0.43289077, 0.        ]; False; -87.0; 87; None; None; 0; 0.026327848434448242; None; 1768443235.7005517; None
[-0.43524373, 0.        ]; False; -88.0; 88; 424.99787212483534; None; 0; 0.030313730239868164; None; 1768443235.704936; None
[-0.4708272, 0.       ]; False; -100.0; 100; None; None; 0; 0.028277158737182617; None; 1768443235.7671053; None
[-0.42063975, 0.        ]; False; -85.0; 85; 298.8795678888083; None; 0; 0.03289198875427246; None; 1768443235.7671053; None
[-0.51155436, 0.        ]; True; -200.0; 200; None; None; 0; 0.07473611831665039; None; 1768443235.8827472; None
[-0.483336, 0.      ]; False; -115.0; 115; 3012.223380447399; None; 0; 0.03624725341796875; None; 1768443235.8827472; None
[-0.5939444, 0.       ]; False; -107.0; 107; None; None; 0; 0.03174233436584473; None; 1768443235.9604695; None
[-0.5919564, 0.       ]; False; -107.0; 107; 0.0; None; 0; 0.043819427490234375; None; 1768443235.9641247; None
[-0.46111465, 0.        ]; False; -94.0; 94; None; None; 0; 0.03247523307800293; None; 1768443236.0257819; None
[-0.45770264, 0.        ]; False; -93.0; 93; 293.0825239326392; None; 0; 0.029181957244873047; None; 1768443236.0257819; None
[-0.4204896, 0.       ]; False; -85.0; 85; None; None; 0; 0.0261685848236084; None; 1768443236.114368; None
[-0.48619482, 0.        ]; False; -162.0; 162; 1171.9009806771985; None; 0; 0.06139636039733887; None; 1768443236.114368; None
[-0.48630694, 0.        ]; False; -162.0; 162; None; None; 0; 0.05074715614318848; None; 1768443236.1956298; None
[-0.43480855, 0.        ]; False; -87.0; 87; 1456.3563983543972; None; 0; 0.03051471710205078; None; 1768443236.1956298; None
[-0.5361839, 0.       ]; True; -200.0; 200; None; None; 0; 0.05882906913757324; None; 1768443236.3125362; None
[-0.4935679, 0.       ]; False; -158.0; 158; 985.5457996929973; None; 0; 0.053845882415771484; None; 1768443236.3166144; None
[-0.5313781, 0.       ]; True; -200.0; 200; None; None; 0; 0.06957292556762695; None; 1768443236.4145617; None
[-0.43735117, 0.        ]; False; -88.0; 88; 1191.1481968418584; None; 0; 0.028374433517456055; None; 1768443236.4145617; None
[-0.42624244, 0.        ]; False; -86.0; 86; None; None; 0; 0.02660083770751953; None; 1768443236.4733398; None
[-0.40059793, 0.        ]; False; -83.0; 83; 116.98409853954796; None; 0; 0.03017735481262207; None; 1768443236.4743416; None
[-0.5772573, 0.       ]; False; -135.0; 135; None; None; 0; 0.04033541679382324; None; 1768443236.5751836; None
[-0.52988905, 0.        ]; True; -200.0; 200; 1372.2278021962811; None; 0; 0.060506582260131836; None; 1768443236.5751836; None
[-0.4946249, 0.       ]; False; -158.0; 158; None; None; 0; 0.0544896125793457; None; 1768443236.68901; None
[-0.5657957, 0.       ]; False; -147.0; 147; 154.55775312215255; None; 0; 0.054479360580444336; None; 1768443236.6900275; None
[-0.5262514, 0.       ]; True; -200.0; 200; None; None; 0; 0.06105446815490723; None; 1768443236.8192208; None
[-0.52166504, 0.        ]; True; -200.0; 200; 0.0; None; 0; 0.06711888313293457; None; 1768443236.8192208; None
[-0.5747466, 0.       ]; False; -136.0; 136; None; None; 0; 0.045113563537597656; None; 1768443236.9038248; None
[-0.44939, 0.     ]; False; -91.0; 91; 358.9758717343395; None; 0; 0.03540611267089844; None; 1768443236.9038248; None
[-0.4967451, 0.       ]; False; -158.0; 158; None; None; 0; 0.047249794006347656; None; 1768443237.0190969; None
[-0.5121542, 0.       ]; True; -200.0; 200; 2725.6599902522803; None; 0; 0.06802225112915039; None; 1768443237.0190969; None
[-0.43875614, 0.        ]; False; -88.0; 88; None; None; 0; 0.02631211280822754; None; 1768443237.0919528; None
[-0.48232397, 0.        ]; False; -112.0; 112; 550.8650887136824; None; 0; 0.042513370513916016; None; 1768443237.0919528; None
[-0.59224826, 0.        ]; False; -107.0; 107; None; None; 0; 0.03018808364868164; None; 1768443237.1688974; None
[-0.5745283, 0.       ]; False; -136.0; 136; 1636.5703214348182; None; 0; 0.042706966400146484; None; 1768443237.172991; None
[-0.41826904, 0.        ]; False; -85.0; 85; None; None; 0; 0.031126022338867188; None; 1768443237.2334037; None
[-0.4547753, 0.       ]; False; -92.0; 92; 191.74790746048603; None; 0; 0.028269052505493164; None; 1768443237.2334037; None
[-0.5196418, 0.       ]; True; -200.0; 200; None; None; 0; 0.06567001342773438; None; 1768443237.36352; None
[-0.5439835, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.0632932186126709; None; 1768443237.364519; None
[-0.502217, 0.      ]; True; -200.0; 200; None; None; 0; 0.06472587585449219; None; 1768443237.4999352; None
[-0.5618765, 0.       ]; False; -200.0; 200; 0.0; None; 0; 0.06869029998779297; None; 1768443237.4999352; None
[-0.48318297, 0.        ]; False; -115.0; 115; None; None; 0; 0.03395986557006836; None; 1768443237.5627367; None
[-0.42741, 0.     ]; False; -86.0; 86; 519.965228728833; None; 0; 0.028841733932495117; None; 1768443237.5627367; None
[-0.4547573, 0.       ]; False; -92.0; 92; None; None; 0; 0.03082752227783203; None; 1768443237.6539502; None
[-0.48711744, 0.        ]; False; -163.0; 163; 2194.0574935578998; None; 0; 0.056356191635131836; None; 1768443237.6539502; None
[-0.46108285, 0.        ]; False; -94.0; 94; None; None; 0; 0.028708696365356445; None; 1768443237.7446961; None
[-0.5031002, 0.       ]; True; -200.0; 200; 2522.7661520325646; None; 0; 0.06203722953796387; None; 1768443237.7446961; None
[-0.41711622, 0.        ]; False; -85.0; 85; None; None; 0; 0.02691817283630371; None; 1768443237.8107758; None
[-0.42023525, 0.        ]; False; -85.0; 85; 0.0; None; 0; 0.0338587760925293; None; 1768443237.8117929; None
[-0.52609354, 0.        ]; True; -200.0; 200; None; None; 0; 0.08499479293823242; None; 1768443237.9281619; None
[-0.5827975, 0.       ]; False; -110.0; 110; 1587.1900434652357; None; 0; 0.030389785766601562; None; 1768443237.9281619; None
[-0.47132695, 0.        ]; False; -100.0; 100; None; None; 0; 0.0362553596496582; None; 1768443238.0006356; None
[-0.46076912, 0.        ]; False; -94.0; 94; 568.2985812760047; None; 0; 0.03621840476989746; None; 1768443238.0006356; None
[-0.5693331, 0.       ]; False; -143.0; 143; None; None; 0; 0.046303510665893555; None; 1768443238.1097853; None
[-0.53440356, 0.        ]; True; -200.0; 200; 1631.8578069007883; None; 0; 0.06284618377685547; None; 1768443238.1097853; None
[-0.5788682, 0.       ]; False; -133.0; 133; None; None; 0; 0.040750741958618164; None; 1768443238.2072682; None
[-0.56491804, 0.        ]; False; -152.0; 152; 1361.9906599158282; None; 0; 0.056732177734375; None; 1768443238.2072682; None
[-0.45751753, 0.        ]; False; -93.0; 93; None; None; 0; 0.02970266342163086; None; 1768443238.271466; None
[-0.46504027, 0.        ]; False; -96.0; 96; 398.7912891558151; None; 0; 0.028478384017944336; None; 1768443238.271466; None
[-0.48072484, 0.        ]; False; -112.0; 112; None; None; 0; 0.036261796951293945; None; 1768443238.3803637; None
[-0.5274356, 0.       ]; True; -200.0; 200; 1883.9342611396412; None; 0; 0.06858658790588379; None; 1768443238.3803637; None
[-0.5706283, 0.       ]; False; -141.0; 141; None; None; 0; 0.04640769958496094; None; 1768443238.4933772; None
[-0.53402084, 0.        ]; True; -200.0; 200; 1611.6940461207057; None; 0; 0.0624542236328125; None; 1768443238.4944134; None
[-0.40343475, 0.        ]; False; -83.0; 83; None; None; 0; 0.026343345642089844; None; 1768443238.5561337; None
[-0.41126445, 0.        ]; False; -84.0; 84; 127.71888048538183; None; 0; 0.0344088077545166; None; 1768443238.5561337; None
[-0.5653457, 0.       ]; False; -148.0; 148; None; None; 0; 0.04742741584777832; None; 1768443238.6659534; None
[-0.5601403, 0.       ]; False; -198.0; 198; 9605.422983557; None; 0; 0.062392234802246094; None; 1768443238.6659534; None
[-0.4270891, 0.       ]; False; -86.0; 86; None; None; 0; 0.028835296630859375; None; 1768443238.7526178; None
[-0.49756527, 0.        ]; False; -158.0; 158; 1021.6218553206461; None; 0; 0.05782914161682129; None; 1768443238.7526178; None
[-0.58620363, 0.        ]; False; -108.0; 108; None; None; 0; 0.03808784484863281; None; 1768443238.8245506; None
[-0.5951974, 0.       ]; False; -107.0; 107; 111.18838889257074; None; 0; 0.030254602432250977; None; 1768443238.8245506; None
[-0.58913046, 0.        ]; False; -108.0; 108; None; None; 0; 0.03266191482543945; None; 1768443238.9146514; None
[-0.56732637, 0.        ]; False; -144.0; 144; 1651.066055788219; None; 0; 0.05743885040283203; None; 1768443238.9146514; None
[-0.4815272, 0.       ]; False; -111.0; 111; None; None; 0; 0.03214573860168457; None; 1768443238.9779906; None
[-0.42331624, 0.        ]; False; -86.0; 86; 429.4723218290058; None; 0; 0.030193805694580078; None; 1768443238.9820125; None
[-0.48656517, 0.        ]; False; -162.0; 162; None; None; 0; 0.05379962921142578; None; 1768443239.0713272; None
[-0.4421505, 0.       ]; False; -89.0; 89; 1643.6011162785703; None; 0; 0.03502488136291504; None; 1768443239.0713272; None
[-0.48644966, 0.        ]; False; -162.0; 162; None; None; 0; 0.047637939453125; None; 1768443239.1721385; None
[-0.4886329, 0.       ]; False; -160.0; 160; 916.0744229220415; None; 0; 0.052170515060424805; None; 1768443239.1721385; None
[-0.4937792, 0.       ]; False; -158.0; 158; None; None; 0; 0.05047011375427246; None; 1768443239.2892802; None
[-0.5555093, 0.       ]; False; -195.0; 195; 599.3832837916323; None; 0; 0.06249642372131348; None; 1768443239.2892802; None
[-0.40650237, 0.        ]; False; -83.0; 83; None; None; 0; 0.031621456146240234; None; 1768443239.3757293; None
[-0.4884505, 0.       ]; False; -160.0; 160; 939.6187412332079; None; 0; 0.05069446563720703; None; 1768443239.3777153; None
[-0.5996212, 0.       ]; False; -107.0; 107; None; None; 0; 0.03408241271972656; None; 1768443239.4568956; None
[-0.5975707, 0.       ]; False; -107.0; 107; 0.0; None; 0; 0.04378962516784668; None; 1768443239.4568956; None
[-0.41639212, 0.        ]; False; -85.0; 85; None; None; 0; 0.025959014892578125; None; 1768443239.5152786; None
[-0.45740128, 0.        ]; False; -93.0; 93; 195.07837786574362; None; 0; 0.032423973083496094; None; 1768443239.5152786; None
[-0.5133033, 0.       ]; True; -200.0; 200; None; None; 0; 0.0656440258026123; None; 1768443239.6202896; None
[-0.45664987, 0.        ]; False; -93.0; 93; 1888.677126923949; None; 0; 0.035262346267700195; None; 1768443239.624316; None
[-0.4913414, 0.       ]; False; -159.0; 159; None; None; 0; 0.05277705192565918; None; 1768443239.7099547; None
[-0.47079098, 0.        ]; False; -100.0; 100; 2870.986179552699; None; 0; 0.028378725051879883; None; 1768443239.7109764; None
[-0.45500645, 0.        ]; False; -93.0; 93; None; None; 0; 0.03319573402404785; None; 1768443239.7809153; None
[-0.47773227, 0.        ]; False; -107.0; 107; 616.039362561504; None; 0; 0.0367431640625; None; 1768443239.781915; None
[-0.52643985, 0.        ]; True; -200.0; 200; None; None; 0; 0.06634378433227539; None; 1768443239.8826776; None
[-0.5852567, 0.       ]; False; -108.0; 108; 1564.1776074375014; None; 0; 0.03441882133483887; None; 1768443239.883678; None
[-0.50306845, 0.        ]; True; -200.0; 200; None; None; 0; 0.06423497200012207; None; 1768443240.0140595; None
[-0.5507188, 0.       ]; False; -194.0; 194; 125.91726208345843; None; 0; 0.06514573097229004; None; 1768443240.0160625; None
[-0.52477974, 0.        ]; True; -200.0; 200; None; None; 0; 0.06655120849609375; None; 1768443240.1333644; None
[-0.48512438, 0.        ]; False; -164.0; 164; 907.8218475244117; None; 0; 0.050750732421875; None; 1768443240.1333644; None
[-0.5503696, 0.       ]; False; -194.0; 194; None; None; 0; 0.06101489067077637; None; 1768443240.266514; None
[-0.5211626, 0.       ]; True; -200.0; 200; 205.43026701386904; None; 0; 0.06655216217041016; None; 1768443240.2675412; None
[-0.4059492, 0.       ]; False; -83.0; 83; None; None; 0; 0.030060291290283203; None; 1768443240.3209696; None
[-0.40159535, 0.        ]; False; -83.0; 83; 0.0; None; 0; 0.022391796112060547; None; 1768443240.321974; None
[-0.4158963, 0.       ]; False; -85.0; 85; None; None; 0; 0.028717517852783203; None; 1768443240.3860102; None
[-0.41525093, 0.        ]; False; -84.0; 84; 1549.5004386977603; None; 0; 0.03159904479980469; None; 1768443240.3860102; None
[-0.521465, 0.      ]; True; -200.0; 200; None; None; 0; 0.06258368492126465; None; 1768443240.4986205; None
[-0.56959844, 0.        ]; False; -143.0; 143; 1184.2080775684328; None; 0; 0.046370506286621094; None; 1768443240.4996204; None
[-0.49029383, 0.        ]; False; -159.0; 159; None; None; 0; 0.04649829864501953; None; 1768443240.5957053; None
[-0.4820079, 0.       ]; False; -112.0; 112; 5672.259482789627; None; 0; 0.04758572578430176; None; 1768443240.6001732; None
[-0.49263427, 0.        ]; False; -159.0; 159; None; None; 0; 0.0540471076965332; None; 1768443240.6846085; None
[-0.460757, 0.      ]; False; -94.0; 94; 2039.0698787611348; None; 0; 0.03038811683654785; None; 1768443240.6886294; None
[-0.5805856, 0.       ]; False; -132.0; 132; None; None; 0; 0.04037165641784668; None; 1768443240.7855535; None
[-0.5726913, 0.       ]; False; -138.0; 138; 760.0442149134728; None; 0; 0.052496910095214844; None; 1768443240.7899206; None
[-0.52397853, 0.        ]; True; -200.0; 200; None; None; 0; 0.06454181671142578; None; 1768443240.9194381; None
[-0.5374809, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06060647964477539; None; 1768443240.9194381; None
[-0.5265046, 0.       ]; True; -200.0; 200; None; None; 0; 0.06700778007507324; None; 1768443241.0300405; None
[-0.45681643, 0.        ]; False; -93.0; 93; 1535.4118783105666; None; 0; 0.0385739803314209; None; 1768443241.0300405; None
[-0.47623265, 0.        ]; False; -105.0; 105; None; None; 0; 0.028178930282592773; None; 1768443241.0906286; None
[-0.41977838, 0.        ]; False; -85.0; 85; 354.2690325826391; None; 0; 0.03139328956604004; None; 1768443241.094643; None
[-0.57640696, 0.        ]; False; -135.0; 135; None; None; 0; 0.04220747947692871; None; 1768443241.2113318; None
[-0.5316515, 0.       ]; True; -200.0; 200; 1452.336803076956; None; 0; 0.07448124885559082; None; 1768443241.2113318; None
[-0.5680967, 0.       ]; False; -143.0; 143; None; None; 0; 0.05732154846191406; None; 1768443241.3325164; None
[-0.5522113, 0.       ]; False; -194.0; 194; 3210.4926063644175; None; 0; 0.0618586540222168; None; 1768443241.333722; None
[-0.4638507, 0.       ]; False; -96.0; 96; None; None; 0; 0.032259464263916016; None; 1768443241.4045026; None
[-0.4356416, 0.       ]; False; -88.0; 88; 283.59622668220396; None; 0; 0.03656625747680664; None; 1768443241.4055023; None
[-0.4904438, 0.       ]; False; -159.0; 159; None; None; 0; 0.05843019485473633; None; 1768443241.5042226; None
[-0.48300347, 0.        ]; False; -114.0; 114; 6048.119973082962; None; 0; 0.039289236068725586; None; 1768443241.5042226; None
[-0.42807576, 0.        ]; False; -86.0; 86; None; None; 0; 0.028275012969970703; None; 1768443241.6013236; None
[-0.5046823, 0.       ]; True; -200.0; 200; 1488.1235624816911; None; 0; 0.06672263145446777; None; 1768443241.6013236; None
[-0.45916164, 0.        ]; False; -94.0; 94; None; None; 0; 0.03126716613769531; None; 1768443241.7002308; None
[-0.54877, 0.     ]; False; -195.0; 195; 1127.1268362801395; None; 0; 0.06662273406982422; None; 1768443241.7012322; None
[-0.59014606, 0.        ]; False; -107.0; 107; None; None; 0; 0.03499937057495117; None; 1768443241.7779999; None
[-0.58546835, 0.        ]; False; -108.0; 108; 213.77968628550312; None; 0; 0.03673386573791504; None; 1768443241.7779999; None
[-0.58266085, 0.        ]; False; -110.0; 110; None; None; 0; 0.03830575942993164; None; 1768443241.8478022; None
[-0.5964217, 0.       ]; False; -107.0; 107; 218.00955520230087; None; 0; 0.030496597290039062; None; 1768443241.8478022; None
[-0.4727658, 0.       ]; False; -101.0; 101; None; None; 0; 0.035460472106933594; None; 1768443241.945778; None
[-0.48400596, 0.        ]; False; -170.0; 170; 6138.705653083464; None; 0; 0.0625152587890625; None; 1768443241.9467788; None
[-0.54547393, 0.        ]; True; -200.0; 200; None; None; 0; 0.06663680076599121; None; 1768443242.0779757; None
[-0.56177795, 0.        ]; False; -200.0; 200; 0.0; None; 0; 0.06354212760925293; None; 1768443242.0779757; None
[-0.47495633, 0.        ]; False; -103.0; 103; None; None; 0; 0.03430819511413574; None; 1768443242.1464245; None
[-0.4048934, 0.       ]; False; -83.0; 83; 285.45763747159623; None; 0; 0.030131101608276367; None; 1768443242.1464245; None
[-0.55827403, 0.        ]; False; -196.0; 196; None; None; 0; 0.0666971206665039; None; 1768443242.2599003; None
[-0.57850456, 0.        ]; False; -134.0; 134; 3064.6747669499014; None; 0; 0.042646169662475586; None; 1768443242.2599003; None
[-0.574904, 0.      ]; False; -136.0; 136; None; None; 0; 0.04834246635437012; None; 1768443242.381462; None
[-0.5095822, 0.       ]; True; -200.0; 200; 979.7647488224484; None; 0; 0.07321929931640625; None; 1768443242.381462; None
[-0.5598782, 0.       ]; False; -198.0; 198; None; None; 0; 0.0626678466796875; None; 1768443242.5111222; None
[-0.52106804, 0.        ]; True; -200.0; 200; 51.53293218209686; None; 0; 0.06329011917114258; None; 1768443242.5121217; None
[-0.5034332, 0.       ]; True; -200.0; 200; None; None; 0; 0.06858491897583008; None; 1768443242.6474159; None
[-0.5535377, 0.       ]; False; -194.0; 194; 119.74972579566841; None; 0; 0.06570887565612793; None; 1768443242.6474159; None
[-0.45901343, 0.        ]; False; -94.0; 94; None; None; 0; 0.033293962478637695; None; 1768443242.7231102; None
[-0.45024887, 0.        ]; False; -91.0; 91; 342.2873814138529; None; 0; 0.042400360107421875; None; 1768443242.7241108; None
[-0.4078739, 0.       ]; False; -84.0; 84; None; None; 0; 0.030181407928466797; None; 1768443242.7887108; None
[-0.47125906, 0.        ]; False; -100.0; 100; 252.425020440999; None; 0; 0.034418582916259766; None; 1768443242.7897267; None
[-0.4366447, 0.       ]; False; -88.0; 88; None; None; 0; 0.029375553131103516; None; 1768443242.8594875; None
[-0.45484847, 0.        ]; False; -92.0; 92; 219.73476180263484; None; 0; 0.03939938545227051; None; 1768443242.8594875; None
[-0.5493234, 0.       ]; False; -195.0; 195; None; None; 0; 0.06076955795288086; None; 1768443242.9606328; None
[-0.5834383, 0.       ]; False; -109.0; 109; 2520.892833618414; None; 0; 0.0392756462097168; None; 1768443242.9606328; None
[-0.5872329, 0.       ]; False; -108.0; 108; None; None; 0; 0.03728175163269043; None; 1768443243.0684154; None
[-0.5294513, 0.       ]; True; -200.0; 200; 1592.2029927358178; None; 0; 0.07050085067749023; None; 1768443243.0694273; None
[-0.5515951, 0.       ]; False; -194.0; 194; None; None; 0; 0.06435680389404297; None; 1768443243.1825037; None
[-0.49603337, 0.        ]; False; -158.0; 158; 647.9280904469244; None; 0; 0.047730207443237305; None; 1768443243.1845067; None
[-0.43781486, 0.        ]; False; -88.0; 88; None; None; 0; 0.03259468078613281; None; 1768443243.2895052; None
[-0.51465577, 0.        ]; True; -200.0; 200; 1457.556969119434; None; 0; 0.07131600379943848; None; 1768443243.2906737; None
[-0.55263644, 0.        ]; False; -194.0; 194; None; None; 0; 0.06801271438598633; None; 1768443243.3987973; None
[-0.5918765, 0.       ]; False; -107.0; 107; 2217.1218657864715; None; 0; 0.03711819648742676; None; 1768443243.3987973; None
[-0.4986747, 0.       ]; True; -200.0; 200; None; None; 0; 0.0639951229095459; None; 1768443243.5377192; None
[-0.5611945, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.07203149795532227; None; 1768443243.538702; None
[-0.4268384, 0.       ]; False; -86.0; 86; None; None; 0; 0.0293424129486084; None; 1768443243.596059; None
[-0.41099507, 0.        ]; False; -84.0; 84; 126.23607354208129; None; 0; 0.02675032615661621; None; 1768443243.596059; None
[-0.5747586, 0.       ]; False; -136.0; 136; None; None; 0; 0.043634653091430664; None; 1768443243.6954281; None
[-0.56748605, 0.        ]; False; -144.0; 144; 1100.028095366887; None; 0; 0.05362534523010254; None; 1768443243.6954281; None
[-0.41894692, 0.        ]; False; -85.0; 85; None; None; 0; 0.02823925018310547; None; 1768443243.756082; None
[-0.42958954, 0.        ]; False; -87.0; 87; 187.92368673814852; None; 0; 0.03241467475891113; None; 1768443243.756082; None
[-0.45294032, 0.        ]; False; -92.0; 92; None; None; 0; 0.031233549118041992; None; 1768443243.822683; None
[-0.43557256, 0.        ]; False; -88.0; 88; 230.3119233310168; None; 0; 0.03436732292175293; None; 1768443243.8239462; None
[-0.517475, 0.      ]; True; -200.0; 200; None; None; 0; 0.0671987533569336; None; 1768443243.9545152; None
[-0.5217413, 0.       ]; True; -200.0; 200; 0.0; None; 0; 0.06239032745361328; None; 1768443243.955945; None
[-0.47641465, 0.        ]; False; -105.0; 105; None; None; 0; 0.0314335823059082; None; 1768443244.0623229; None
[-0.5066433, 0.       ]; True; -200.0; 200; 3142.714508949478; None; 0; 0.073944091796875; None; 1768443244.0623229; None
[-0.48908544, 0.        ]; False; -160.0; 160; None; None; 0; 0.05272269248962402; None; 1768443244.1460297; None
[-0.43519965, 0.        ]; False; -88.0; 88; 1336.1593666746492; None; 0; 0.030984163284301758; None; 1768443244.1460297; None
[-0.43883833, 0.        ]; False; -88.0; 88; None; None; 0; 0.02732992172241211; None; 1768443244.214667; None
[-0.46386275, 0.        ]; False; -96.0; 96; 319.6878048780488; None; 0; 0.03726959228515625; None; 1768443244.214667; None
[-0.47364783, 0.        ]; False; -102.0; 102; None; None; 0; 0.037317514419555664; None; 1768443244.2902048; None
[-0.43261126, 0.        ]; False; -87.0; 87; 365.52757199016094; None; 0; 0.03737640380859375; None; 1768443244.291238; None
[-0.4452189, 0.       ]; False; -90.0; 90; None; None; 0; 0.040088653564453125; None; 1768443244.3796732; None
[-0.4484807, 0.       ]; False; -91.0; 91; 306.57875886265623; None; 0; 0.04785799980163574; None; 1768443244.3806736; None
[-0.424214, 0.      ]; False; -86.0; 86; None; None; 0; 0.03757905960083008; None; 1768443244.4578016; None
[-0.4617457, 0.       ]; False; -95.0; 95; 239.79726764891552; None; 0; 0.03954887390136719; None; 1768443244.4578016; None
[-0.5183458, 0.       ]; True; -200.0; 200; None; None; 0; 0.07415246963500977; None; 1768443244.5703301; None
[-0.4174052, 0.       ]; False; -85.0; 85; 1139.2840634377758; None; 0; 0.036391496658325195; None; 1768443244.5713308; None
[-0.4169771, 0.       ]; False; -85.0; 85; None; None; 0; 0.029381275177001953; None; 1768443244.6363413; None
[-0.43543857, 0.        ]; False; -88.0; 88; 162.50063926233003; None; 0; 0.034113407135009766; None; 1768443244.6363413; None
[-0.5892997, 0.       ]; False; -108.0; 108; None; None; 0; 0.03598594665527344; None; 1768443244.7256181; None
[-0.56418747, 0.        ]; False; -155.0; 155; 1871.5993857298492; None; 0; 0.0522913932800293; None; 1768443244.7276218; None
[-0.5303704, 0.       ]; True; -200.0; 200; None; None; 0; 0.06431984901428223; None; 1768443244.820239; None
[-0.45035514, 0.        ]; False; -91.0; 91; 1362.239950060841; None; 0; 0.02829742431640625; None; 1768443244.820239; None
[-0.58876973, 0.        ]; False; -108.0; 108; None; None; 0; 0.03559422492980957; None; 1768443244.8951921; None
[-0.5826637, 0.       ]; False; -110.0; 110; 327.5456551023994; None; 0; 0.03935885429382324; None; 1768443244.8951921; None
[-0.51558405, 0.        ]; True; -200.0; 200; None; None; 0; 0.07689070701599121; None; 1768443245.034373; None
